question,nresults,snippet,sections,link
"Where are the testing centers located in Mtl?",1,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"what is cover?",3,"Cover your mouth and nose with your arm to reduce the spread of germs. If you  use a tissue, dispose of it as soon as possible and wash your ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"Peut-on faire le test de dépistage après avoir eu des symptômes?",0,".",".","."
"Si je joue au jeu Pandémie avec des amis. Cela nous aidera-t-on à trouver un remède contre le COVID19? ",0,".",".","."
"Je tousse et coule du nez mais je n’ai pas été en voyage dois-je rester en quarantaine ?",0,".",".","."
"Devrais-je faire obligatoirement du télé-travail?",0,".",".","."
"I have a lot of stress regarding COVID-19",6,"The current coronavirus (COVID-19) pandemic is a particular and rare situation.  ... For example, if you feel stressed on the job but less so at home in the ... Most  people have the resources and mental strength to adapt to this ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Should I take the metro?",0,".",".","."
"Est-ce que je suis immunisé pour longtemps après avoir été infecté et avoir guéri?",0,".",".","."
"Where is the nearest hospital?",0,".",".","."
"China is the reason behind COVID-19?",1,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"What should I do if I don't feel any symptoms?",1,"If you are worried about COVID‑19 or display symptoms such as a cough or fever,  you can call 418-644-4545 in the Québec City region, ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"What are the symptoms?",5,"Physical symptoms. Headaches, neck tension, gastrointestinal problems, etc.  Sleep problems; Lower appetite; Lower energy, fatigue; Etc.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Is the virus vulnerable to high temperature?! Does steam cleaning the surfaces and cloths kills the virus?",0,".",".","."
"Who is most at risk? ",4,"Which countries are most at risk?","Which countries are most at risk?","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/answers-questions-coronavirus-covid19/"
"Should I use Sudafed?",0,".",".","."
"i am feeling lonely",0,".",".","."
"Comment Facebook contribue a trouvé le vaccin ?",0,".",".","."
"how to know that somebody have a corona",2,"Coronavirus disease (COVID-19) in Québec. On march 13, 2020, the  Gouvernement du Québec adopted an ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Pendant comment de temps faudra-t-il rester chez soi?",0,".",".","."
"Quelles sont les régions de Montréal les plus touchées?",1,"... celles de 70 ans et plus, puisqu'elles sont davantage à risque de décès. ...  contacter le 418 644-4545 pour la région de Québec, le 514 644-4545 pour la  région de Montréal, ... De plus, si vous avez de la toux ou de la fièvre : ... On vous  dira comment vous rendre et quelles précautions prendre (port de ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Does soap really kill the virus?",0,".",".","."
"What are the side-effects of hydroxychloroquine for treating COVID-19?",0,".",".","."
"Quand serions-nous confiné(s)?",1,"Si la COVID‑19 vous inquiète ou si vous présentez des symptômes comme ...  Soutenez le réseau de la santé Cet hyperlien s'ouvrira dans une ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Mon fils a le nez bouché mais aucun autre symptôme, doit-on le faire tester?",0,".",".","."
"Je me sens essoufflée en permanence est ce normal?",0,".",".","."
"Si j'ai seulement mal à la gorge et je n'ai pas voyagé est-ce que je peux être infectée?",0,".",".","."
"Oui",2,"Les garderies non subventionnées seront-elles dédommagées? Oui. Des  mesures seront annoncées ultérieurement. Est-ce ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"est-ce que la diarrhée est un symptôme du covid-19?",0,".",".","."
"Est-ce que mes enfants peuvent jouer dehors avec les voisins",0,".",".","."
"Are you real person",3,"This page should be seen as a tool that can help you to minimize the ... In this  type of context, many people will experience stress, anxiety and depression ...  Contrary to fear, which is a response to a well-defined and very real ...","A variety of reactions are possible in the context of a coronavirus (COVID-19) pandemic","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Combien de temps le virus est actif sur les différentes surfaces?",0,".",".","."
"Quel est le nombre de cas au québec ?",1,"Une attention particulière doit être portée aux personnes âgées, particulièrement  celles de 70 ans et plus, puisqu'elles sont davantage à risque ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"What are differences in term of symptoms between the new coronavirus and normal flu, cod",0,".",".","."
"Est-ce que les quincailleries sont ouverte à Montréal?",0,".",".","."
"How to deal with disinfection of day to day use objects?",0,".",".","."
"J'ai éternué hier. Suis-je infecté?",0,".",".","."
"Combien de temps le virus survit-il sur les différentes surfaces et en aérosol ?",0,".",".","."
"Est-ce qu'il y a des porteurs sains, c'est à dire ceux qui portent le virus sans avoir de symptômes ?",0,".",".","."
"",0,".",".","."
"What If I returned from international travel a day before the advisory came into effect?",0,".",".","."
"where did it start",1,"Société de l'assurance automobile du Québec (SAAQ) This hyperlink will open in  a new window. Société d'habitation du Québec (french only) ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Si je tousse qu'est ce que je dois faire? ",1,"Est-ce que les parents qui vont devoir prendre deux semaines de congé en  raison de ... un contact étroit avec une personne infectée lorsque cette personne  tousse ou éternue; ... Je reviens de voyage, que dois-je faire? ... Si je dois me  placer en isolement volontaire, quelles sont les consignes à respecter?","Est-ce que les parents qui vont devoir prendre deux semaines de congé en raison de la fermeture des écoles et des services de garde vont continuer d’être payés? / Je reviens de voyage, que dois-je faire? / Si je dois me placer en isolement volontaire, quelles sont les consignes à respecter? / Comment se transmet la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"hi",0,".",".","."
"What do I have to expect after the disease?",1,"Search. Home · Health · Health issues · A to Z · Coronavirus disease (COVID-19)  in Québec ... Will non-subsidized daycare centres be compensated? Yes.  Measures will ... Does my employer need to take any extra steps to protect  workers' health? ... What happens to truck drivers from outside our borders?","Will non-subsidized daycare centres be compensated? / What happens to truck drivers from outside our borders?","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/answers-questions-coronavirus-covid19/"
"Is headache a symptom of covid-19?",1,"The current coronavirus (COVID-19) pandemic is a particular and rare situation. It  can affect ... Potential symptoms linked to stress, anxiety and depression. Stress  ... Headaches, neck tension, gastrointestinal problems, etc.","A variety of reactions are possible in the context of a coronavirus (COVID-19) pandemic","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"when will the social distancing end? and what is the economic consequent of the pandemic?",0,".",".","."
"How long does this virus incubate? ",0,".",".","."
"Quels sont le symptômes du corona virus?",3,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et des  mesures ... Quels sont les services d'enseignement visés par les fermetures? ...  Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"How can I protect myself from the covid-19?",1,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"What is self-isolation?",5,"Businesses that deliver goods from abroad in Québec do not have to ask their  employees to temporarily self-isolate. Self-isolation This hyperlink ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"Combien de nouveaux cas sont répertoriés au Québec aujourd'hui?",0,".",".","."
"Is covid-19 same as sars?",2,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Est-ce que je peux faire entrer les voisins chez moi?",0,".",".","."
"Hi",0,".",".","."
"Hi",0,".",".","."
"Je tousse mais je n'ai pas de fièvre devrais-je me faire tester?",0,".",".","."
"le covid 19 dangereux",3,"L'état d'urgence sanitaire a été déclaré sur tout le territoire québécois pour mettre  en place des mesures visant à assurer la protection de la ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Quand est-ce que les frontières ouvriront de nouveau et quand est-ce que nous pourrons recommencer à voyager sécuritairement?",0,".",".","."
"How do I know if I am infected by new coronavirus",3,"If you are worried about COVID‑19 or display symptoms such as a ... Support the  health network This hyperlink will open in a new window.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Peut-On laver les fruits et les légumes à l'eau seulement?",0,".",".","."
"Est-ce qu'on peut encore être un agent porteur de la COVID-19 si on l'a eu et on a été guéri?",0,".",".","."
"Quebec cases",7,"Situation of the coronavirus (COVID-19) in Québec : cases and measures taken  by the Government.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/"
"I would like to get COVID19 test, where can I get it?",6,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"How long am I infectious for",0,".",".","."
"Est-ce que le groupe sanguin a une influence sur la capacité du virus à contaminer une personne ?",0,".",".","."
"Quels sont les endroits pour traiter le covid-19 à Montréal?",1,"Si la COVID‑19 vous inquiète ou si vous présentez des symptômes comme ...  pour la région de Montréal, le 450 644-4545 pour la région de Montérégie, ...  vous rendre et quelles précautions prendre (port de masque, utilisation de ...  restaurants et endroits publics · Visites dans les hôpitaux, les CHSLD et ...","Pour les citoyens de retour de voyage","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Est-ce que mon chat peut transmettre le virus?",0,".",".","."
"Doit-on faire absolument le test si nous avons les symptômes? Ou doit-on simplement rester à la maison en quarantaine?",0,".",".","."
"Puis-je attraper le virus si mon facteur est contaminé et qu’il met le courrier dans ma boîte postale?",0,".",".","."
"Est-ce que je peux visiter mes parents chez eux?",0,".",".","."
"Il y a beaucoup d'information contradictoires, parfois, sur la COVID-19, pouvez vous me donner des informations simples à propos de cette pandémie?",0,".",".","."
"What's the current count in India",0,".",".","."
"Où appeler pour de l’aide à faire livrer mes produits ?",0,".",".","."
"How many covid cases are in Quebec?",7,"The World Health Organization has officially declared COVID-19 a pandemic. ...  is taking all the necessary measures to contain the contagion as much as  possible. In Québec, there are now 74 confirmed cases of COVID‑19.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/"
"Est-ce que la suspension des réseaux scolaires va retarder mon entrer à l’Université? ",0,".",".","."
"I am having difficulty of breathing, do I have coronavirus",2,"Visit the emergency room only if you have difficulty breathing ... allows you to do  so and indicate that you are a traveller who has been back for ...","For citizens returning from travelling","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Bonjour, ça va?",1,"L'état d'urgence sanitaire a été déclaré sur tout le territoire québécois pour mettre  en place des mesures visant à assurer la protection de la ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Ça va finir quand? ",0,".",".","."
"Si une personne est testée positive à la Covid-19, son isolement se fait-il à la maison où à l'hôpital ?",0,".",".","."
"How’s the condition in Singapore ?",0,".",".","."
"Who can I make the difference between a cold and covid19?",2,"If your condition allows you to do so and indicate that you are a traveller who has  been back for less than 14 days. You will be told how to go ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"When will life get back to normal?",1,"This page should be seen as a tool that can help you to minimize the  repercussions of these kinds of reactions on your life. ... Stress is a normal  physiological response to an abnormal situation. As such, it is part and parcel of  our lives. It enables our body to adapt to the ... du Québec, 2020. Back to top.","What does stress mean?","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"How many cases of coronavirus in Madagascar",0,".",".","."
"Quels sont les gestes barrières ?",0,".",".","."
"Comment savoir si j’ai contracté le virus si je n’ai aucun symptôme?",0,".",".","."
"How can I protect myself?",0,".",".","."
"combien de temps le covid peut rester sur une surface",2,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et des ...  Est-ce que les parents qui ne peuvent plus utiliser les services de garde  éducatifs à ... Combien de temps la COVID‑19 survit-elle sur des objets? ... Est-il  préférable pour une personne de s'isoler et de rester à la maison pour ...","Est-ce que les parents qui ne peuvent plus utiliser les services de garde éducatifs à l’enfance doivent continuer à payer leurs frais de garde? / Combien de temps la COVID‑19 survit-elle sur des objets?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Est-ce qu'il y a un numéro de téléphone sans frais pour qui des personnes qui vivent seuls puissent demander de l'aide?",0,".",".","."
"How long does it take to recover?",2,"Do not go to a medical clinic unless you have first obtained an appointment. ...  You will be told how to go there and what precautions to take (wearing a ...  residential and long-term care centres and other establishments for ...","For citizens returning from travelling","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"I have cough. Does that mean I might be infected?",3,"Masks are not an effective means of protection for the general public. Their use is  indicated more for patients who are suspected of being infected and ... If you are  worried or anxious about the coronavirus, you can contact ... If you do not have a  cough or fever, no other specific measure needs to be adopted.","Health recommendations for everyone / For citizens returning from travelling","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"Si je suis récupéré du COVID-19. Quelle est la chance de ne pas le réattraper dans le pire des cas?",0,".",".","."
"J’ai une toux sèche. Qu’est-ce que je fais?",0,".",".","."
"What is COVID-19?",10,"Coronavirus disease (COVID-19) in Québec. On march 13, 2020, the  Gouvernement du Québec adopted an ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Who are you",5,"If you are sick, avoid contact with more vulnerable people, including older adults  and people who have a chronic disease. For example, avoid ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"Is the virus infectious during incubation period?",0,".",".","."
"Can I infect someone if I don't have symptoms?",1,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Does taking high doses of vitamin C and D help fighting the disease? As an immune system booster! Is there any study on that?",0,".",".","."
"Pourquoi ne pas obliger le port du masque par tous?",0,".",".","."
"I have fever",3,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Est-ce que je peux sortir de chez moi?",0,".",".","."
"symptoms of covid-19",6,"If you are worried about COVID‑19 or display symptoms such as a cough or fever,  you can call 418-644-4545 in the Québec City region, ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"A quel temperature cela est considéré comme faisant de la fièvre ? ",0,".",".","."
"Can I run outside",0,".",".","."
"Which country infected ? ",0,".",".","."
"Doit-on porter un masque si on doit aller à l’épicerie?",1,"Mon employeur doit-il prendre des mesures particulières pour protéger la ... Est-il  possible d'aller porter de la nourriture ou des biens essentiels à des ... Est-ce que  le port d'un masque est efficace pour me protéger contre la COVID‑19? ... pour  les semaines à venir même si elle ne revient pas de voyage?","Est-il préférable pour une personne de s’isoler et de rester à la maison pour les semaines à venir même si elle ne revient pas de voyage? / Mon employeur doit-il prendre des mesures particulières pour protéger la santé des travailleurs ? ","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"What is the situation now in my country?",0,".",".","."
"Comment tester le maximum de monde ?",1,"Une attention particulière doit être portée aux personnes âgées, particulièrement  celles de 70 ans et plus, puisqu'elles sont davantage à risque ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"La toux est elle toujours sèche?",0,".",".","."
"What is the main symptoms of the disease related to new coronavirus",5,"The current coronavirus (COVID-19) pandemic is a particular and rare situation.  ... Potential symptoms linked to stress, anxiety and depression ... Feelings of  suffocation, rapid heartbeat, dizziness, nausea; Major sleep problems;  Pronounced reduced ... Publications This hyperlink will open in a new window.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Combien de temps",2,"Combien de temps la COVID‑19 survit-elle sur des objets? En général, la COVID ‑19 ne survit pas longtemps sur les objets : 3 heures environ ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"How  Can I get answer for my questions??",3,"Could the two-week closing of schools and childcare services be prolonged?","Could the two-week closing of schools and childcare services be prolonged?","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/answers-questions-coronavirus-covid19/"
"To get an idea of how widespread the virus is, why don't we simply test a random sample of people?",0,".",".","."
"Ça prend combien de temps avant que les premiers symptômes puissent être détectés?",0,".",".","."
"Est-ce que le virus est transmissible des animaux à l’homme?",1,"L'état d'urgence sanitaire a été déclaré sur tout le territoire québécois pour mettre  en place des mesures visant à assurer la protection de la ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"My employer is not implementing social distancing or safety measures in my workplace. What recourse do I have?",0,".",".","."
"Pour combien de temps le confinement sera-t-il mis en place ?",1,"Est-ce que le personnel des CPE et garderies subventionnées continuera ... Des  mesures de dédommagement seront mises en place et ... sera-t-elle émise  concernant le télétravail pour les fonctionnaires? ... Combien de temps la COVID‑ 19 survit-elle sur des objets? ... Dernière mise à jour : 21 mars 2020 ...","Combien de temps la COVID‑19 survit-elle sur des objets? / Est-ce que le personnel des CPE et garderies subventionnées continuera d’être payé? / Est-ce que les parents qui vont devoir prendre deux semaines de congé en raison de la fermeture des écoles et des services de garde vont continuer d’être payés? / Une directive générale sera-t-elle émise concernant le télétravail pour les fonctionnaires?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"combien de cas au quebec",3,"Cette mesure exceptionnelle octroie au gouvernement du Québec les ... vous  pouvez contacter le 418 644-4545 pour la région de Québec, le 514 ... L' information contenue sur le site ne remplace en aucun cas l'avis d'un ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"What's covid19?",6,"The current coronavirus (COVID-19) pandemic is a particular and ... Stress  comes and goes on its own, depending of what factors are involved.","What does stress mean? / A variety of reactions are possible in the context of a coronavirus (COVID-19) pandemic","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"What should I use to disinfect grocery bags and grocery items? ",0,".",".","."
"Je fais de la fièvre et je n'ai pas d'autres symptômes, devrais-je me faire tester?",0,".",".","."
"Est-ce que je peux transmettre le virus par la pensée?",0,".",".","."
"I have a fever, what should I do now?",3,"Businesses that deliver goods from abroad in Québec do not have to ask ... If you  do not have a cough or fever, no other specific measure needs to be ... du  Québec is from now on prohibiting indoor and outdoor gatherings.","For citizens returning from travelling / Work schedules and absences","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"Which country infected ? ",0,".",".","."
"Quel est ton nom?",1,"Une attention particulière doit être portée aux personnes âgées, particulièrement  celles de 70 ans et plus, puisqu'elles sont davantage à risque ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"How many days does it take to see the symptoms",4,"If you have symptoms such as a cough or fever: ... Visit the emergency room only  if you have difficulty breathing (difficulty breathing at rest or unable to breathe  while lying down). Before you go to the emergency room, you can call toll free ...  that you are a traveller who has been back for less than 14 days.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Quel est le taux de survie de la COVID-19?",0,".",".","."
"how many people died?",2,"... all the necessary measures to contain the contagion as much as possible. ... In  Québec, there are now 181 confirmed cases of COVID‑19, including 5 death ...  However, measures have been implemented to continue to offer ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/"
"Combien de temps dure la Covid-19 lorsqu'elle est contractée par une personne ?",0,".",".","."
"J’ai la gastro et fait de la fièvre, devrais-je faire un test ",0,".",".","."
"Quel est le taux de mortalité du Covid?",0,".",".","."
"What is the advice surrounding outdoor exercise/sport?",0,".",".","."
"Who should I call to get help?",2,"This page should be seen as a tool that can help you to minimize the ... Most  people have the resources and mental strength to adapt to this ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"I love you",0,".",".","."
"Should he self isolate when he gets here even if he feels well?",1,"Special attention must be paid to the elderly, especially individuals 70 years of  age and over, since they are at greater risk of complications. If you ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"treatment for covid 19",5,"If you are worried about COVID‑19 or display symptoms such as a cough or fever,  you can call 418-644-4545 in the Québec City region, ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"List of Canadian hospitals treating (not testing) patients with COVID-19?",1,"If you are worried about COVID‑19 or display symptoms such as a cough or fever,  ... Do not go to a medical clinic unless you have first obtained an appointment. ...  Symptoms and treatment · Measures taken by the Government ... spaces · Visits  to hospitals, residential and long-term care centres and other ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"J'ai besoin d'aide d'une gardienne pour s'occuper des enfants pour travailler, est ce sécuritaire d'avoir une gardienne chez moi?",0,".",".","."
"Est-ce que la quarantaine peut durer jusqu’à l’éré",0,".",".","."
"What are the symptoms",5,"Physical symptoms. Headaches, neck tension, gastrointestinal problems, etc.  Sleep problems; Lower appetite; Lower energy, fatigue; Etc.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Comment savoir si j'ai le Covid 19?",2,"Si la COVID‑19 vous inquiète ou si vous présentez des symptômes comme ... Ne  vous présentez pas dans une clinique médicale sans avoir reçu au ... On vous  dira comment vous rendre et quelles précautions prendre (port ...","Pour les citoyens de retour de voyage","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Faut il un rendez-vous?",2,"Rendez-vous à l'urgence seulement si vous avez des difficultés ... Il faut, dans ce  cas, évaluer le risque pour le travailleur et l'impact sur les ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/consignes-directives-contexte-covid-19/"
"Covid",10,"Coronavirus disease (COVID-19) in Québec. On march 13, 2020, the  Gouvernement du Québec adopted an ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"What to do when i gave cough",1,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Après la disparition de symptômes, combien de temps est-ce qu'une personne reste-elle contagieuse?",0,".",".","."
"Can you smoke cannabis during Covid?",0,".",".","."
"I'm feeling dizzy with fever do I have corona? ",0,".",".","."
"Should I go out for a walk in the park everyday?",0,".",".","."
"Quels sont les symptômes de la Covid-19?",3,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et ...  Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Does Pneumonia vaccine, which is for a bacterial infections, helps the immune system to deal with the viral infection of Covid-19 more easily? By removing the possibility of bacterial infection and just focusing on viral infection!",0,".",".","."
"Mes parents sont âgés, puis je leur rendre visite pour les aider?",0,".",".","."
"Quels sont les symptômes ?",3,"Quels sont les services d'enseignement visés par les fermetures? Tous les ...  Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Has the virus evolved",1,"Coronavirus disease (COVID-19) in Québec. On march 13, 2020, the  Gouvernement du Québec adopted an ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Comment faire pour minimiser les risques de propagation?",3,"Est-ce que le personnel des CPE et garderies subventionnées continuera d'être  payé? Oui. ... Quelles sont les procédures pour s'inscrire aux services de garde d' urgence? ... Un employé peut-il être congédié s'il refuse d'aller travailler dans un  endroit à risque? ... Je reviens de voyage, que dois-je faire?","Je reviens de voyage, que dois-je faire?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"What should I do if I start feeling sick with similar symptoms as in covid19?",2,"This page should be seen as a tool that can help you to minimize the ... A variety  of reactions are possible in the context of a coronavirus (COVID-19) pandemic ...  For example, if you feel stressed on the job but less so at home in the evening or  ... Potential symptoms linked to stress, anxiety and depression.","A variety of reactions are possible in the context of a coronavirus (COVID-19) pandemic","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Quelles sont les symptômes du coronavirus ?",3,"... de 70 ans et plus, puisqu'elles sont davantage à risque de décès. Si la COVID‑ 19 vous inquiète ou si vous présentez des symptômes comme de ... On vous dira  comment vous rendre et quelles précautions prendre (port de ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Quels sont les symptômes liés au coronavirus",2,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et ...  Quels sont les services d'enseignement visés par les fermetures? ... ne sont pas  plus à risque de complications liées à la COVID-19 que les adultes en général. ...  Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19? / Les femmes enceintes sont-elles à risque?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Si je suis récupéré du COVID-19. Est-ce que mon corps developpe un anticorps m'évitant de le réattraper? ",0,".",".","."
"Pouvez-vous m'expliquer pourquoi limiter le nombre de jours et heures d'ouverture de ma boulangerie et du marché Atwater est une bonne chose?  Le bon sens dit qu'en limitant les heures d'ouverture, l'achalandage sera plus grand pendant que c'est ouvert et il y aura donc une plus grande densité de gens qui attendent en même temps devant la porte.  Et c'est aussi ce que je vois!   ",0,".",".","."
"Does COVID 19 cause stomach issues",0,".",".","."
"What is the cause of death in this pandamic?",0,".",".","."
"Quelle est la source de la maladie?",1,"La maladie à coronavirus (COVID-19) au Québec ... celles de 70 ans et plus,  puisqu'elles sont davantage à risque de décès. ... On vous dira comment vous  rendre et quelles précautions prendre (port de masque, utilisation de ...","À consulter aussi","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"J'ai aidé une personne âgée dois-je m'inquiéter de lui avoir transmis le Covid 19?",0,".",".","."
"I am in self isolation.   Is it ok to let in family members who must continue to go to work?",0,".",".","."
"If I have covid-19, how long will I be contagious?",0,".",".","."
"Est ce que le rendez-vous se prend avec vous?",1,"Est-ce que les parents qui vont devoir prendre deux semaines de ... leur domicile , notamment pour se rendre à leurs rendez-vous médicaux? ... Qu'arrive-t-il avec  les camionneurs en provenance de l'extérieur des frontières?","Est-ce que les parents qui vont devoir prendre deux semaines de congé en raison de la fermeture des écoles et des services de garde vont continuer d’être payés? / Est-ce que les personnes de 70 ans et plus peuvent sortir à l’extérieur de leur domicile, notamment pour se rendre à leurs rendez-vous médicaux?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
